Name,Address,MOB.No,Alternate Mob,City,email,pincode,State,Branch type
MALSAWMKIMA,"NUNMAWII VARIETY STORE C/O L72/A-4 , SEC - 111 , NEAR H/S CHAWNPUI , AIZAWL , MUNICIPAL COUNCIL , AIZAWL , MIZORAM",8259003944,,AIZAWL,,796009,MIZORAM,DISTRICT
ANAMIKA PUJA,"ANAMIKA PUJA C/O AT SDO ROAD,NEAR G A INTER SCHOOL,HAJIPUR,VAISHALI,BIHAR",9999992985,,VAISHALI,,844101,BIHAR,DISTRICT
J F LALREMRUATA,"MS STORE C/O Hunthar, Company Peng, Aizawl , Mizoram",9612195512,,AIZAWL,,796001,MIZORAM,DISTRICT
JADAV JIGNESH JAYENDRABHAI,"JADAV JIGNESH JAYENDRABHAI C/O AT - OLD DARSHAN SCHOOL,BEHIND RATANPUR,SURENDERNAGAR,GUJRAT",9898259679,,SURENDRANAGAR,,363020,GUJARAT,DISTRICT
RINKU SINGH,"RINKU SINGH S/O CHAMAN LAL , VILL - DALLA , PO - QADIAN , TEH - BATALA , DIST - GURDASPUR , PUNJAB",6284719510,,GURDASPUR,,143516,PUNJAB,DISTRICT
SARITA DEVI DF,"SARITA HHI HERBAL ENTERPRISES C/O AT / PO - NARPATGANJ , HAAT ROAD ,NH 57 , FORBESGANJ , DIST - ARARIA , BIHAR",8002731551,,ARARIA,,854335,BIHAR,DISTRICT
S/F POOJA MANN,"POOJA MANN C/O DHOLA , KUVA , HAJWANA , KAITHAL , HARYANA",9541239004,,KAITHAL,,136026,HARYANA,DISTRICT
MARUTI ENTERPRISES,"SURENDRA KUMAR KUMAWAT C/O AT -NEAR GATE OF SHYAM MANDIR , FRONT OF DHAYAL HOSPITAL , RINGS , SIKAR , R.J.=== GST NO === 08GKKPK0958P1ZA",7222818872,,SIKAR,,302020,RAJASTHAN,DISTRICT
LALRAMDINTHARI,"HHI 07 C/O AT - CHANMARI , LAWNGTLAI , MIZORAM",8794025035,,LAWNGTLAI,,796891,MIZORAM,DISTRICT
GOKUL CHANDRA SARKAR,"SADHANA STORE C/O AT -4A / 63 , ashoke avenue open market durgapur , WEST BARDDHAMAN , W.B.",8101738824,,BARDHAMAN,,713204,WEST BENGAL,DISTRICT
GUNJAN KARN,"GUNJAN KARN C/O AT - C-7 , BRIJ VIHAR AGAR NAGAR , PREM NAGAR , KIRARI SULEMAN NAGAR , NORTH WEST DELHI",9212328145,,DELHI TANDA,,110086,NEW DELHI,DISTRICT
DINESH KUMAR KUMAWAT,"KUMAWAT ENTERPRISES C/O AT - WARD NO.22 , PURA CHABARA RASTA , CHHIPA BAROD , BARAN , R.J.",9571147495,,BARAN,,325221,RAJASTHAN,DISTRICT
ERIC LALHRUAITLUANGA,"ERIC LALHRUAITLUANGA C/O AT - 1, Siaha Vaiphi -II, Siaha, Saiha, Mizoram === GST NO === 15APOPL6022Q1ZD",8974213445,,SAIHA,,796901,MIZORAM,DISTRICT
RAKESH KUMAR DF,"MAA JAANKI ASSOCIATE C/O AT - SIMRAHI BAZAR, IN FRONT OF POLYTECHNIC COLLEGE GATE, (MANSAPUR CHOWK) SUPAUL, BIHAR",9570818837,,SUPAUL,,852215,BIHAR,DISTRICT
SANJAY KUMAR PUC,"MOON ENTERPRISES C/O AT - GAZIPUR SABHACHAND, HARGANPUR , BIJNORE, U.P.",7248741532,,BIJNORE,,246762,UTTAR PRADESH,DISTRICT
CHAWNGMAWLII,"J.R.J. Variety store C/O AT - Tuikhur hlu, Seling , dist - Aizawl , Mizoram",9366434962,,AIZAWL,,796161,MIZORAM,DISTRICT
BHASKAR SAIKIA,"GORIMA ENTERPRISE C/O AT - SIVASAGAR TOWN.P.O.- SIVASAGAR , P.S.- SIVASAGAR , Dist.-SIVASAGAR , ASSAM",8638968584,,SIVASAGAR,,785640,ASSAM,DISTRICT
AASHISH KUMAR,"AASHISH KUMAR C/O AT - H. NO. 343 , WARD NO . 8 , RAJAN CHOWK, HANSI , HISAR , HARYANA",7988904103,,HISAR,,125033,HARYANA,DISTRICT
MOHINI SANTOSH GANDHILE,"SHRI SAI MART C/O AT - Aaba Mandhare Collony, Karanje Nagar No. 2 ,Shikrapur , Tq. Shirur , Dist. Pune",8308557083,,PUNE,,412208,MAHARASHTRA,DISTRICT
RAKESH KUMAR DISTRICT SHOP,"HHI Kamla ayurved &Genral store C/O AT - MOTIPUR , MUZAFFARPUR , BIHAR",7634975657,,MUZAFFARPUR,,843111,BIHAR,DISTRICT
M S ENETRPRISES,"MOHD. SHUAIB C/O AT GALI NO 1, KAILASH VIHAR, BEHAT ROAD, SAHARANPUR, Saharanpur, Uttar Pradesh, 247001--09FEDPS9279R1Z1--",7599316815,,SAHARANPUR,,247001,UTTAR PRADESH,DISTRICT
M/S HANUMAN ENTERPRISES,"NAVIN KUMAR C/O AT NA, BERAI, KATRA, Muzaffarpur, Bihar,=====10BXHPK3955R1Z0=====",8789151610,,MUZAFFARPUR,,843129,BIHAR,DISTRICT
SRIKRISHNA ENTERPRISE,"ADD - SHOP NO. 594 , NETAJI SUBHAS ROAD , AGARTALA , TIRPURA === GST === 16AAVFS7516A1Z1",9436122300,,AGARTALA,,799001,TRIPURA,DISTRICT
AMARJIT KAUR,"LAVANYA ENTERPRISES C/O AT - H NO. 404 , SHAHEED BHAGAT SINGH COLONY BY PASS ROAD , JALANDHAR , PUNJAB",8968898646,,JALANDHAR,,144008,PUNJAB,DISTRICT
MISTRY & SONS,"MUKESH JAYANTIBHAI MISTRY HUF C/O GROUND FLOOR, SHOP GF A-8, MALAGAR COUNTY 2, B/H NIRMA UNIVERSITY S G HIGHWAY, TRAGAD, Ahmedabad, Gujarat, 382470 24AASHM0716P1ZQ",9023073776,,AHMEDABAD,,382470,GUJARAT,DISTRICT
KRITIKA ENTERPRISES,"KUMARI BHARTI C/O AT VILLAGE-SALARPUR, OPP- CHANDRA HIGHTS, MAIN DADRI ROAD, SECTOR-101 NOIDA, Gautam Buddha Nagar, Uttar Pradesh, 201304--09BKQPB2246A1ZI--",9654066630,,NOIDA,,201304,UTTAR PRADESH,DISTRICT
PARDEEP KUMAR UP,"Deepu Health Enterprises C/O AT - Nawabganj Tiraha, Bartal, Farukkhabad, U.P.",9936201923,,FARRUKHABAD,,207501,UTTAR PRADESH,DISTRICT
ANITA TRADERS,"JADABENDRA MAHATA C/O AT - KADAMKANAN , JHARGRAM , PASCHIM MEDINIPUR , WEST BENGAL , W.B.--19CQNPM0296D1ZK--",7900012450,,JHARGRAM,,721507,WEST BENGAL,DISTRICT
BISWANATH GOPE,"BISWANATH GOPE C/O AT - FILTER HOUSE , ALIPURDUAR , JALPAIGURI , DAMANPUR , W.B.",6294356317,,JALPAIGURI,,736123,WEST BENGAL,DISTRICT
CHANDRA KUMAR PRADHAN,"CHANDRA KUMAR PRADHAN C/O ASHOK PRADHAN, ASHOK PRADHAN, GOLITAR, GOLITAR, East Sikkim, Sikkim, 737134--11CSMPP5906Q1Z4",8016668019,,RANGPO,,737134,SIKKIM,DISTRICT
HINGULA RANA,"Hingula Enterprice C/O AT - Mankadjhola, Bankamba, Rayagarh,ORISSA",8280425647,,RAYAGADA,,765016,ORISSA,DISTRICT
PRADEEP KUMAR DISTRICT SHOP,"PRADEEP KUMAR C/O AT - JIGNA , MANJHRIYA , VIKRAM , BASTI , U.P.",9984675660,,BASTI,,272002,UTTAR PRADESH,DISTRICT
SANJEETA MOHANTY,"LUCKY STORE C/O AT - UPARDIHA PO:-KUSUNPUR DIST:- KEONJHAR , ODISHA",7978786228,,KENDUJHAR,,758027,ORISSA,DISTRICT
MAA SHARDA ASSOCIATE,"ALOK KUMAR C/O H/O DHARMENDRA KUMAR, PUNPUN MASAURHI ROAD, VILL MANORA TOLA-ALLAUDINCHAK, PATNA BIHAR----10DHZPK8375R1Z5----",8083209814,,PATNA,,804453,BIHAR,DISTRICT
LAKSHAY RANA,"JATTRANA ENTERPRISES C/O AT -H NO. 47 , JAVAHAR NAGAR BANAT , PS - AADARSH MANDI , SHAMLI , U.P.",9759668828,,MUZAFFARNAGAR,,247776,UTTAR PRADESH,DISTRICT
SARSWATI GANPAT GOTARANE,"SARSWATI GANPAT GOTARANE C/O AT - 1088/002, Saraswati Apt, Panchshil Nagar, Wafale Road, Padgha, Tal. Bhiwandi, Dist. Thane, M.H.",8668655529,,THANE,,421101,MAHARASHTRA,DISTRICT
JAYASHREE PAUL,"JAYASHREE PAUL C/O AT - SARENGA , HAORA , W.B.",6291532892,,HOWRAH,,711309,WEST BENGAL,DISTRICT
DEEPAK KUMAR DF,"MAA BHAGWATI HERBAL CENTRE C/O AT - Sikarhatti, Shipur Gadhiya, Kumarkhand , Madhepura , Bihar",9608882125,,MADHEPURA,,852112,BIHAR,DISTRICT
SUCHITRA TIWARY,"SUCHITRA TIWARY C/O AT - LOCO BAZAR , PATHERDIH , SABALDIH , DHANBAD , JHARKHAND",8825397669,,DHANBAD,,828119,JHARKHAND,DISTRICT
VMS LOGISTICS INDIA PVT LTD,BHAVYA GURUPRASAD C/O AT - No.KT-4-242/2A | Kote Village | Udupi |Karnataka=== GST === 29DBFPS6780A1ZC,9740218147,,UDUPI,,574105,KARNATAKA,DISTRICT
MD TAHIR,"MD TAHIR C/O AT - MAMAAHRI , KHORIMAHA , RAJ DHANWAR , GIRIDIH , JHARKHAND",9386342655,,GIRIDIH,,825412,JHARKHAND,DISTRICT
MRITUNJAY SINGH,"MRITUNJAY SINGH C/O AT - PATPUR , BAHARAGORA , EAST SINGHBHUM , JHARKHAND",7667117075,,SINGHBHUM,,832101,JHARKHAND,DISTRICT
HARDIK,"HARDIK C/O AT - H NO. 39B , BLOCK , KALKAJI , SOUTH DELHI , DELHI",9877557661,,DELHI TANDA,,110019,NEW DELHI,DISTRICT
SURYA SEN SINGH DF,"SURBHI HERBAL ENTERPRISES C/O AT - DEVI DYAL MARG , LODHIPUR , JAMANIA , GHAZIPUR ,U.P.",6306738647,,GHAZIPUR,,232329,UTTAR PRADESH,DISTRICT
SABEK KHAN,"SABEK KHAN C/O AT -BAHERI , BALLIA , U.P.",9129264988,,BALLIA,,277001,UTTAR PRADESH,DISTRICT
SHARAFAT HUSAIN,"SHARAFAT HUSAIN C/O AT - KANAPUR , SHEOPUR , M.P.",9685331367,,SHEOPUR,,476337,MADHYA PRADESH,DISTRICT
BS TRADERS,"SOUDAMINI SAHOO C/O AT - PO-M ACHHALO , DIST - KEONJHAR , ODISHA",7978238258,,KEONJHAR,,758043,ORISSA,DISTRICT
SHIYA ENTERPRISES,"VIJAY KUMAR VERMA C/O AT - KHATA NO. 14, MOUZA - BERGO, GIRIDIH, Giridih, Jharkhand,=== GST NO === 20BGQPV0785G1Z3",7903023283,,GIRIDIH,,815301,JHARKHAND,DISTRICT
MD.EMAM BISWAS,"BISWAS ENTERPRISE C/O AT - SR COMPLEX SHOP NO. 4 NEAR INDIAN OIL PETROL PUMP RAJMAHAL ROAD BARHARWA VILLEGE-TETULIA, PO. BARHARWA DIST:- SAHIBGANJ JHARKHAND",7462020614,,SAHIBGANJ,,816101,JHARKHAND,DISTRICT
SMART SHOPPY,"UPENDRA MISHRA C/O KAREEM NAGAR C 344 PHASE 4 RAPTINAGAR GORAKHPUR , U.P.=== GST NO === 09ACZFS4214M1ZA",9839212260,,GORAKHPUR,,273003,UTTAR PRADESH,DISTRICT
OSIYA SALES CORPORATION,"GANESH PRAVIN OSTWAL C/O AT - G. NO. 264, KAREGAON, KAREGAON, Pune, M.H. === GST NO === 27AALPO6620P2Z0",9850246666,,PUNE,,412208,MAHARASHTRA,DISTRICT
DOLI BISWAS,"SRI GOPAL ENTERPRISE C/O AT -DEBIPUR, CHANDPARA NORTH 24 PARGANAS ,WEST BENGAL,",8250291514,,PARGANAS,,743245,WEST BENGAL,DISTRICT
SRI VEERA VENKATA LAKSHMI TRADERS,"KAKARLA SIVA SANKARA PRASAD C/O 12-49, KANKIPADU, KANKIPADU, Krishna, Andhra Pradesh === GST === 37JCRPK5307J1ZZ",7075882805,,KRISHNA,,521151,ANDHRA PRADESH,WAREHOUSE
MAHATA ASHITBARAN,"MAHATA ASHITBARAN C/O AT - 55,Mansi Residency , Near C.R. patil road, Dindoli, udhna , Surat , GUJARAT",9824406501,,SURAT,,394210,GUJARAT,DISTRICT
MD ISARAFIL,"MD ISARAFIL C/O AT - PRATAPUR , BARAHAKURWA , WARD NO. 1 , SUPAUL , BIHAR",8873224713,,SUPAUL,,852139,BIHAR,DISTRICT
LALZIKPUII,"Pachuau Store C/O AT - Hnahthial, Chandmari , LUNGLEI , MIZORAM",9862803211,,LUNGLEI,,796571,MIZORAM,DISTRICT
KAVITA SUBHASH KEMAYE,"SHRI SAI SWADESHI ORGANIC BHANDAR C/O AT - PRAGATI COLONY PIMPALNERI ROAD , CHIMUR ,",9637681366,,CHANDRAPUR,,442903,MAHARASHTRA,DISTRICT
DEEPAK SUMAN,"DEEPAK SUMAN C/O AT - NAGDI , NAGDA , SHEOPUR , M.P.",9977365010,,SHEOPUR,,476337,MADHYA PRADESH,DISTRICT
M/S INDIAN ASSOCIATES,"SHAMSHER KHAN C/O AT - H.NO- 99 H.I.G, FASE-3, TATYA TOPE NAGAR, TATYA TOPE NAGAR, Kanpur Nagar, Uttar Pradesh, 208022--09DNZPK5881A2ZC",8081398174,,KANPUR,,208022,UTTAR PRADESH,DISTRICT
KIRTI ENTERPRISES,"ROSHAN RAI C/O BHARAT RAI , TRIKALESHWAR MW , NEAR PRAKING PLAZA , JORETHANG NAGAR PANCHAYAT , SILIGURI GST NO ==== 19BTVPR0049B1ZF",8348379282,,SILIGURI,,734001,WEST BENGAL,WAREHOUSE
PINTU KUMAR DF,Hindustan trending company C/O AT - Chandravanshi Nagar G.T Road Near Hotel shersah vihar Sasaram Rohtas Bihar,7070149592,,ROHTAS,,821115,BIHAR,DISTRICT
GANGISETTI RAMBABU,"GANGISETTI RAMBABU C/O AT - 5-69 , CHALLAPALLE , KRISHANA , ANDHRA PRADESH",9440757374,,KRISHNA,,521126,ANDHRA PRADESH,DISTRICT
MOHAN LAL,"MARK ENTERPRISES C/O AT - AJAIB (108) , ROHTAK , HARYANA",9891864862,,ROHTAK,,124111,HARYANA,DISTRICT
SANGKUNGI,"SK ENTERPRISE C/O AT - NGOPA , CHAMPHAI , MIZORAM",9612874624,,CHAMPHAI,,796290,MIZORAM,DISTRICT
RAJU YADAV DF,"RIYA ENTERPRISES C/O AT - LALDIH , NEAR EMP. EXCHANGE OFFICE , PO - GHATSILA , DIST - EAST SINGHBHUM , JHARKHAND",8340614478,,SINGHBHUM,,832303,JHARKHAND,DISTRICT
P.C.LALLIANMAWII,"PARADISE 37:5 SWEET SPOT C/O AT - SELLING , DAWRKAWN , AIZAWL , MIZORAM",9862248990,,AIZAWL,,796161,MIZORAM,DISTRICT
AVADHSHARAN RAMSUNDER KUSHVHA,"AVADHSHARAN RAMSUNDER KUSHVHA C/O AT RAM CHANDRA NIWAS BUILDING,SHOP NO.23,RAM MARUTI MARG,N.C KEL KAR ROAD,OPPOSITE SHIVAJI PARK,POLICE STATION,DADAR,MUMBAI,MAHARASHTRA",8655191923,,MUMBAI,,400028,MAHARASHTRA,DISTRICT
NEW VARINDER ENTERPRISES,"DALBIR KAUR C/O AT -Shop No. 949, Ground Floor, Mattour, Sector-70, SAS Nagar, SAS Nagar, MOHALI , PUNJAB ===03EBTPS6100R1ZY===",9815573065,,KHARAR,,160071,PUNJAB,WAREHOUSE
SHUBH KARAN DF,"S.K.ENTERPRISES C/O AT - MANASI , SIKAR , KUMAS , RAJASTHAN",9571465611,,SIKAR,,332311,RAJASTHAN,DISTRICT
SEBASTIAN KACHHAP,"SEBASTIAN KACHHAP C/O AT - 155 DHUPGURI , JALPAIGURI",7001592805,,JALPAIGURI,,735312,WEST BENGAL,DISTRICT
DANDEKAR BABASAHEB,"DANDEKAR BABASAHEB C/O AT - Opp. LIC Building Complex, Ramgopal Area, Bhainsa Dist. Nirmal , TELANGANA",9848037481,,NIRMAL,,504103,TELANGANA,DISTRICT
ZANEISANG THIEK,"Happy Health Store C/O AT - Bridge Street, Rengkai, Churachandpur, Manipur",7005925281,,CHURACHANDPUR,,795128,MANIPUR,DISTRICT
GANESH SOPANRAO BHOGE,"Shree Mangalmurti Swadeshi Organic Bhandar C/o Nilesh Ambatkar, behind old pawade nursing home, Gondplot wardha. M.H.",9096968089,,WARDHA,,442001,MAHARASHTRA,DISTRICT
ASHIYA ANSARI,"ASHIYA ANSARI C/O AT - NIZAMUDIN MARKET , HARIJANO WALI PULIA , SEOHARA , BIJNORE , U.P.",9410263297,,BIJNORE,,246746,UTTAR PRADESH,DISTRICT
HAPPY HEALTH,"NANU RAI C/O AT - 1, 1, HILL CART ROAD, SILIGURI, Darjeeling, West Bengal === GST NO === 19AFOPR4475D1ZY",9832079889,,SILIGURI,,734003,WEST BENGAL,DISTRICT
NARAYAN TIRKEY,"NARAYAN TIRKEY C/O AT - SOONGACHI T.E, MAL, MAL, Jalpaiguri, West Bengal, 735221-----19AJMPT8172B1ZR--",9749576533,,JALPAIGURI,,735221,WEST BENGAL,DISTRICT
BINA GUPTA,"BINA GUPTA C/O AT - NALANDA COLONI,NEAR OLD TOP TETAR TOLI.MORYA , COLONI,BARIYATU , RANCHI, JHARKHAND",7004690343,,RANCHI,,834001,JHARKHAND,DISTRICT
ASHISH MARKETING,"NAYAN CHANDULAL SANGHAVI C/O SHOP NO. 1,2, PLOT NO. 460, OPP. MUNICIPAL HOSPITAL, TURBHE, RAIGAD, MAHARASHTRA, ==GST NO. - 27AAKPS3068G1ZD",9594749197,,RAIGAD,,400705,MAHARASHTRA,WAREHOUSE
RAMA CHANDRA SAHOO,"R S ASSOCIATES C/O AT JAGATPUR, CUTTACK",9937472742,,CUTTACK,,753004,ORISSA,DISTRICT
RAKESH KUMAR DISTRICT,"RAKESH KUMAR C/O AT - KHERI , JAIPLA , BARAN , CHHABRA , R.J.",6375470655,,BARAN,,325220,RAJASTHAN,DISTRICT
DEEPAK KUMAR SHRIVASTAVA,"DEEPAK KUMAR SHRIVASTAVA C/O AT - DP KE PASS,MANOHAR JI KUSHWAHA KA MAKAN,NEHRU COLONY,STATION ROAD,SEHORE,MADHYA PRADESH",9425605071,,SEHORE,,466001,MADHYA PRADESH,DISTRICT
MAA HERBAL ENTERPRISES,"PRAVEEN KUMAR C/O AT - BANKMORE TEXTILE MARKET,2ND FLOOR,NEAR CITY STYLE, DHANBAD , JHARKHAND",7992322523,,DHANBAD,,828106,JHARKHAND,DISTRICT
JHILMIL ENTERPRISES,"RUBY C/O AT - MAIN BAZAR , NEAR BLOCK , VPO - BINAULI , BAGHPAT , U.P. === GST NO === 09CLBPR7766L1Z8",8218787581,,BAGHPAT,,250645,UTTAR PRADESH,DISTRICT
PAVAN KUMAR DIST.SHOP,"Kamalavati Enterprises C/O AT Rohaniya Gangapur road varanasi , U.P.",9026820159,,VARANASI,,221106,UTTAR PRADESH,DISTRICT
RAZIA SARKI,"SHOP VALUE STORE ,C/O AT RANGPO,NEAR FLYOVER BRIDGE,NH 10,RANGPO BAZAR,EAST SIKKIM,SIKKIM",8670029100,,RANGPO,,737132,SIKKIM,DISTRICT
LUSHA AANNI MENEKSHA,"MY ANGLE STORE C/O AT SHOP NO.517,1ST FLOOR,BISMI COMPLEX,PATHANAPURAM,KOLLAM,KERALA",9730258705,,KOLLAM,,689695,KERALA,DISTRICT
SAI SWASTIK ENTERPRISES,"SIBA SAHOO C/O AT KAKATPUR, DIST- PURI, ORISHA",9583538849,,ALIPUR,,754145,ORISSA,DISTRICT
DURGA BHARAT MOHALIK,"CHAITAN ENTERPRISES C/O AT POST - HENGUPATI, VIA - PIRHAT, DIST - BHADRAK ORRISA",9438003959,,BHADRAK,,756131,ORISSA,DISTRICT
EMA EMOINU GROUPS,"LAISHRAM MEMCHA DEVI C/O AT THANGMEIBAND LOURUNG PUREL LEIKAI, IMPHAL MUNICIPAL COUNCIL IMPHAL MUNICIPAL COUNCIL IMPHAL WEST MANIPUR",8787716268,,IMPHAL,,795004,MANIPUR,DISTRICT
MUKESH YADAV,"KANHA ASSOCIATE C/O AT WARD NO 07, BADI KUNDI KE PASS, KARANAS, RAJGARH, MADHYA PRADESH",9770370727,,RAJGARH,,465683,MADHYA PRADESH,DISTRICT
JITENDRA BAIRAGI,"JITENDRA BAIRAGI C/O AT HOUSE NO - 77, WARD NO - 20, PAWAR, HAUSMOHALLA, SINGAWADA, DEWAS, MADHYA PRADESH",9926482863,,DEWAS,,455001,MADHYA PRADESH,DISTRICT
MANAS KUMAR DAS D/F,"MANAS KUMAR DAS C/O AT BINAYAKPUR, KHARIDA, BHADRAK ORRISA",9668299604,,ALIPUR,,756125,ORISSA,DISTRICT
DHANRAJ SONI,"DHANRAJ SONI C/O AT GAYATRI MANDIR KE PASS , CHOUTH MATA KE MANDIR KE SAMNE, BARAN, MDG RAJASTHAN",9782791414,,BARAN,,325205,RAJASTHAN,DISTRICT
LALRUATSANGA,"FAITH HILL C/O AT V-91,DAWRVENG,CHAMPHAI,NEAR CHANEM,CHAMPHAI,MIZORAM",8257943112,,CHAMPHAI,,796321,MIZORAM,DISTRICT
ERD SIAKENG,"ROSY ZORAMTHARI RALTE C/O AT H/No E-8, Near Faith Academy, Zonuam AIzawl, Aizawl, Mizoram ===15CRCPR1906H1ZX====",9362298843,,ALIPUR,,796009,MIZORAM,DISTRICT
YASH CHAUHAN,"YASH CHAUHAN C/O AT KANDELA SHAMLI, UTTAR PRADESH",9837825842,,MUZAFFARNAGAR,,247776,UTTAR PRADESH,DISTRICT
SRI SAI ASSOCOATE,"VINOD KUMAR S/O YOGENDRA, LIFELINE ARCADE, D NO. 19-10-562/11, FIRST FLOOR, PANDESHWRARA, MANGALURU === GST NO =29AHNPV5269J1ZB",8147068188,,MANGALORE,,575001,KARNATAKA,DISTRICT
DURGAMBHA DISTRIBUTORS,"RAGHUKUMAR C/O AT 681/1, NAZARBAD MAIN ROAD, MYSORE, MYSORE (MYSORE) KARNATKA==29AFKPR3084C1Z8==",9663332269,,MYSORE,,570010,KARNATAKA,WAREHOUSE
LALCHAND MAHTO,"PAMMI ENTERPRISES C/O HOSPITAL CHOWK , AT -BISHNUGARH , DIST - HAZARIBAG JHARKHAND",9525101095,,HAZARIBAGH,,825312,JHARKHAND,DISTRICT
LALMUANKIMI,"HHI Mamit District Stock Point C/O AT HOUSE NO - 22, FIELD VENG, NEAR FIELD, MAMIT, MIZORAM",6909703915,,MAMIT,,796441,MIZORAM,DISTRICT
M/S BHARAT ASSOCIATE,"ANIL KUMAR C/O AT SECOND FLOOR, PLOT NO. A, KHESRA NO.493, M.K COMPLEX, INDRA NAGAR, SUGAMAU CHINHAT, Lucknow, Uttar Pradesh, 226010--09DSIPK4093J1Z7--",8423039842,,LUCKNOW,,226010,UTTAR PRADESH,DISTRICT
MITHI MULTI SHOP,"ARPANA JAISWAL C/O AT KRISHNA BASANT ENCLAVE, NEAR RANI SATI MANDIR LANE, RATU ROAD, Ranchi, Jharkhand, 834001--20BRPPJ7127Q1ZA--",8709382039,,RANCHI,,834001,JHARKHAND,DISTRICT
AMIT KUMAR D/F,"ARADHYA MEGA MART C/O AT H NO - 106, WARD NO - 3, AGGDARAL MANDI, BAGPAT, TATIRI RURAL BAGPAT UTTAR PRADESH",9990473772,,BAGPAT,,250601,UTTAR PRADESH,DISTRICT
BALASAHEB BHASKAR DIGHE,"BALASAHEB BHASKAR DIGHE C/O AT SHIRUR GOLEGAONROD SHIWAJI NAGAR, TEH - SHIRUR, DIST - PUNE MAHARASHTRA",9767892817,,PUNE,,412210,MAHARASHTRA,DISTRICT
SYANBOSHREE ENTERPRISES,"MANJU TAMANG W/O C.B. TAMANG, KAIJALIA, KAIJALIA BUSTY, KAIJALIA, DARJEELING",6295858367,,DARJEELING,,734201,WEST BENGAL,DISTRICT
JAI ENTERPRISES,"VIVEK KUMAR C/O AT Near Ojha Market, Janak Nagar, Hesal, Gas Godown Road, Hehal, Ranchi, Jharkhand===20BABPK2255F1ZE====",9835746964,,RANCHI,,834005,JHARKHAND,WAREHOUSE
GINNI DEVI,"GINNI AYURVEDA HAPPY HEALTH CENTER C/O AT JASIDIH RAILWAY STATION ROAD JASIDIH,DEOGHAR, JHARKHAND",9006402733,,DEOGHAR,,814142,JHARKHAND,DISTRICT
AMALESH MAITI,"AMALESH MAITI C/O AT JOY KRISHNA PUR,MANGLAMARO,JOYKRISHNAPUR,PURBA MEDINIPUR,WEST BENGAL",9609396641,,MEDINIPUR,,721434,WEST BENGAL,DISTRICT
HARDIK PRAFUL KUMAR JAIN,"HARDIK HHI HUB C/O AF AT 26/28, SHRI GURU GANESH APRT, GRAUND FLOOR, NIVRITTI NAGAR, NEAR KARTIKEY SAWMI MANDIR JALGAON, MAHA",9156755516,,JALGAON,,425001,MAHARASHTRA,DISTRICT
MRS SOON MONI NATH,"SOON MONI ENTERPRISE C/O AT DA-HUKUTA, DULIAJAN, P.O - DULIAJAN, DIST-DIBRUGARH ASSAM",7002689097,,DIBRUGARH,,786602,ASSAM,DISTRICT
YASH BANSAL,"YASH BANSAL C/O AT CHALSA,CHALSA MAHABARI ,JALPAIGURI,WEST BENGAL",7076688679,,JALPAIGURI,,735206,WEST BENGAL,DISTRICT
ROSHANI KUMARI,BHARATI ENTERPRISES C/O AT SHUKLA TOLI (BEHIND SHEKHAR CINEMA ) SIWAN BIHAR,7654766301,,SIWAN,,841226,BIHAR,DISTRICT
PRAVIN SUBHASH CHANDANKAR,"PRAVIN SUBHASH CHANDANKAR C/O AT SR NO.75/4/1,KRUSHAN VIHAR,LANE NO-9,WAGHOLI ROAD,LOHEGAON,PUNE CITY,PUNE MAHARASHTRA",9850222139,,PUNE,,411047,MAHARASHTRA,DISTRICT
SANIDHYA SADAUL,"SANIDHYA SADAUL C/O AT ROURKELA(M),ROURKELA-4,SUNDARGARH,ODISHA",7303984492,,SUNDERGARH,,769004,ORISSA,DISTRICT
MANGUPURI GOSWAMI,"SHREE SHIDDHI VINAYAK ENTERPRISES C/O AT WARD NO.8,SHUJALPUR ROAD PACHORE,",7999191903,,RAJGARH,,465683,MADHYA PRADESH,DISTRICT
LALITA BEHERA,"LALITA BEHERA C/O AT JANUGANJ,REMUNA,SIDHESWAR COLONY,GANESWARPUR,BALESHWAR,ORISSA",9337331107,,BALESWAR,,756019,ORISSA,DISTRICT
VINOD KUMAR.,"VINOD TRADING COMPANY JHUNJHUNU C.O AT A-254 RIICO 2ND PHASE,JHUNJHUNU,RAJASTHAN",9413395011,,JHUNJHUNU,,333001,RAJASTHAN,DISTRICT
RAMBARAN KUMAR,"BUDDHA ENTERPRISES C/O AT VILLAGE BHAGAL PUR,NEAR DHIBRI POKHAR SUJATA BYPAS BODHGAYA,DIST.GAYA,BIHAR",9934693354,,GAYA,,828231,BIHAR,DISTRICT
SHAHIN PRAWEEN,"S.S GROCERY MART C/O AT MAJAR ROAD,JUNADIH,P.O-LAKHANPUR,SURGUJA,DIST-SURGUJA,STATE-CHATTISGARH",7089023557,,SURGUJA,,497116,CHATTISGARH,DISTRICT
SWEETY GUPTA,"BHAVYA MARKETING C/O AT MUNSAF ROAD JAILHATA DALTONGANJ,DISST-PALAMU,JHARKHAND",7004084841,,PALAMU,,822101,JHARKHAND,DISTRICT
MD JAMIL,"ROYAL HERBAL ENTERPRISES C/O AT VILLAGE-MOHANIA,WARD NO.16,MOHANIA,KAIMUR,BIHAR",7464071213,,KAIMUR (BHABUA),,821109,BIHAR,DISTRICT
SANTOSH KUMAR DF,"SANTOSH ENTERPRISES C/O AT KHINMINI,FARRUKHABAD,UTTAR PRADESH",9454526813,,FARRUKHABAD,,207504,UTTAR PRADESH,DISTRICT
